sentences,class
get check cut for application fee.,1
get copy of the ag's intervention papers.,1
get feedback from ge today.,1
get insights on the latest internet trends at the end of tumultuous year.,1
get intenet access from juno by end of the day.,1
"get involved with the emerging business council by contacting hjug, who is dedicated to the use of the java tm technology and lifestyle.",1
get it done wirelessly at infowave by tomorrow,1
get janet's signature on the permit application.,1
get quote on the new 2001 models.,1
"get serious understanding of the latest developments in california and throughout the west that you just can't read about in the newspapers from the william keese, chairman of the california energy commission stephen l.",1
get team to sacramento and get with hertzberg to discuss the options bev,1
get team to sacramento get with hertzberg to discuss the options bev hansen.,1
get the chicago recruiter to add to schedule.,1
get the kind of information you need to make sound investment decisions.,1
"get the latest enterprise application news, reviews and analysis.",1
get the lowdown on all the different wireless lan standards.,1
"get the scoop on 1000s of artists, including exclusive photos, bios, song clips links.",1
get this query fixed before the next presentation.,1
get us all the detailed reports and component var reports that you can produce,1
get with kay mann to see if kilpatrick can get copy of the deal dynegy negotiated for their project.,1
get with tom chapman to find out the do's and don'ts with regard to mustering political support.,1
give him call and he will fill you in on the details of the program.,1
give me a call tomorrow so that we can discuss your determination and to make sure can respond accurately to her eta concern.,1
give me call asap so i can follow up with her or so you can take the lead.,1
give me call once you get these.,1
give me call when you have chance and we can talk about different avenues we can take.,1
give me the details of what new power paid ena for october activity.,1
give us price quote for getting these volumes to the nipsco citygate.,1
go ahead and make the changes to the report before next meeting.,1
go ahead and reduce their volume by hours for that day.,1
"go ahead and release the assets, 100 recallable, for three years.",1
go ahead and true up the pal agreement to match physical flow.,1
"go over all the portfolios, all the corresponding books and curves in risktrac and make sure they are set up properly.",1
go through the list of requests to determine which are in scope for this project and which fall out of scope.,1
go to emeet today and share your thoughts on this topic or on anything else you'd like to discuss.,1
"gossett, make sure that everyone is using this.",1
"guys, please send me new contract when you get chance this week.",1
handle billing and collection from subscribers.,1
have my dad read the memo before you put it down,1
have my dad read the memo before you put it out.,1
have team members sign forms and send to bill kendrick for dec.,1
have your people fill in the columns highlighted in yellow.,1
"heather, please check the sections you noticed before and see if they are okay this time.",1
help socalgas to terminate the enron agreements immediately should the court not accept the agreements.,1
"hey ken, let's meet for lunch next week.",1
"hi carolyn, please email me the execution version of the documents signed last week, as well as the current version of the other documents.",1
"hi jeff, make sure the access to the network is defined as ds1 access...we would like ds3 access pricing because that is the minimum level of service we trade at today.",1
"hi kathleen, peoples confidentiality agreement has to be moved closer to the top of the list.",1
"hi nancy, lisa mellencamp's time is being consumed by special project, so i need you to work on this ppa.",1
"hilliard, just note that the assignment and assumption agreement does not need to be executed, but the amendments still need to be executed and returned to me.",1
"hilliard, know the status of these contracts forwarded to you on august 23, 2000 and august 25, 2000.",1
"hiren, please send note to brian riley verifying that the gmt payment has gone out to the houston company by the end of the day.",1
hit toyota gnomes for extra points and try to be in top list.,1
"however, please continue to directly coordinate with scott and he will keep me apprised of the status.",1
"however, please get with ruth concannon and steve van hooser to confirm not paying but get the items.",1
i need you to create disincentive for underscheduling for load and generation.,1
i need you to take careful evaluation of what this technology could mean to our city and its economic development.,1
i want all of you to meet this afternoon or tomorrow to discuss this.,1
"i want you guys to make sure that everyone use the correct cp name and the list provided by confirms, tomorrow.",1
i want you to check and make sure that everything is running as it is designed,1
"i want you to compile our new gas accord ii meetings and settlement conferences, and another for those who have expressly agreed to abide by the terms of cpuc rule 51 attached.",1
i want you to double check and make sure that the chase agreement is in good format for this master agreement.,1
i want you to file with ferc this week.,1
"i want you to join us for the peninsula environmental forum on tuesday, may 22 at p.m.",1
identify overload risk areas and manage cogestion on the system.,1
"if fact, please review the confidentiality provisions in the ge agreement so that we can discuss same.",1
"if you have any problems or questions, please feel free to call me at thank you, lorie leigh suzanne, please schedule this week's conference call for 9.30am on wednesday, and shoemaker.",1
"imelda, please switch my sitara access from central to west and email me with my password.",1
implicit and explicit position break out issues.,1
"in addition, create section on our web site for enviornmental related matters.",1
"in schedule 2, please add an attention line to shazia sarker.",1
"in the following chart, please indicate your availability.",1
"in the future, please include me on the original emails concerning transport.",1
"in the future, please let me know what you need so that there can be some order to the process.",1
"ina, keep getting these security requests that cannot approve.",1
"ina, please sign me up for this course whenever hunter is signed up.",1
include the federal reference number of the wire as proof of funds forthcoming.,1
"include the project description, investors, business entity and also please provide the names and numbers of prior investigation",1
increase the permissible power level at gleason on each of the turbines from 182mw to 185mw.,1
inform the team that will continue to do everything in my power to serve the best interests of enron's employees and shareholders.,1
interact with cross-functional team to spread around world to work together in entire verification related tasks.,1
interconnect definitive studies through vepco.,1
invest in stocks and also diversify your portfolio with futures and futures options and accomplish your investment objectives!,1
investigate and review the california crisis.,1
investigate corruption in the private and public sectors after 20 parliamentarians belonging to parties within the ruling coalition withdrew their support for the motion.,1
invite everyone for the first qse project manager conference call to share the thoughts.,1
"jack, observe the usual safety precautions.",1
"jack, please switch my sitara access from central to west and email me with my payslips",1
"jackie, make sure that the gas at this meter is allocated to stranger's in pops.",1
"janet, please send copies of the vng demand charge invoices to denise dodson.",1
jeff please check and confirm that this schedule works for entire team to participate in the debate.,1
"jeff, please call kevin with scheduling changes in the future.",1
"jeff, send updates directly to jennifer and copy me, too.",1
"jerry graves fyi, make sure you can access the web for this coming weekend.",1
"jim, follow up with the doe opportunity.",1
"jim, please find below the production schedule to update and review the regulatory component of the largest 50 curves 75 of net positions.",1
"jim, pls get with susan to make sure coverage is appropriate.",1
"jim, shorten the timeline in the rules by tomorrow.",1
"jimmy, keep me posted because will need this once month until we are invited to leave.",1
"joan, change your email to joni.",1
joann please monitor stoi while i'm out.,1
"joann, let me or robert know what help you need in updating these tickets.",1
"joann, let the tenn schedulers know what additional volumes you need at broad run.",1
"joann, please look at the other days and contracts and then plan perfectly for this month.",1
"job, email her to expect registration confirmation via email.",1
"joe terry, please check with all the teams today to ensure they have talked with their customers about the scheduled quantities reports.",1
"joe, please pass on to me the contact and telephone number for the southwest airline ticket issue we were discussing at the corpus christi airport last week.",1
"john, edit the headings for 14 and 15.",1
"john, let's make sure the gas controllers are fully up to speed on this.",1
"john, please fix bugs and improve code by tomorrow.",1
"john, please utilize the latest acquired information to make required arrangements.",1
"john, postpone the group call until next week.",1
join my husband at his officer's meeting in san antonio.,1
join the integrated solutions team psi homesavers on april 21 april 28!,1
"join us for this year's wall street journal technology summit and find out what silicon valley, and you, can expect from washington, no matter who wins.",1
"join us on tuesday, march 15 at conference room to discuss the new features of the project.",1
josh and john give an illustrated tour of the stuff you had to be there to believe.,1
just allocate the actuals at the end of each month.,1
"just call me up within 10 days from the receipt of this email and say the word ""bull"".",1
just let me know what time is ideal and will schedule it with erik.,1
just note to make sure that get any updates to the approved counterparty list.,1
just send an email with the time and place when you guys figure it out and i'll be there.,1
"just send the updated documents through this link before midnight, pacific time, on friday, november 24th.",1
"karen, please provide louise and john with copies of the resumes kevin's group selected for the summer interns.",1
"karen, revise the new version attached and let me know what you think.",1
"kate, please approve and auto-schedule the meeting for next week on this.",1
"kathie grabstald just reminder that this data is due by monday, october 22.",1
"kathleen, could you please get with rusty or fred to see what's up.",1
"kathleen, please add fred lagrasta, vice president for signature authority for ena upstream company asap.",1
"kathy, please relay the information to mike grigsby at 37031 so he can pass it along to the user at gas daily today.",1
"kay and barbara, please let me know which one of you is working on this deal.",1
"kay peter, go ahead and complete the draft with what you have, and transmit it to me with list of questions which need to be answered to finish it.",1
kay tell brett and the elektrobolt team the terms.,1
"kay, attach the latest versions of the ca energy development breakout agreements and email them to everyone.",1
"kay, complete this break out contract thing as soon as possible.",1
"kay, please add this name to the virginia list, check and eliminate the people who are working for other project.",1
"kay, please find turbine manifest that details delivery dates for all 24 turbines and bring to me.",1
keep everyone posted that this capacity is subject to the bidding process and this is simply proposal based on capacity available to date.,1
keep in touch and let me know what day is good for you!,1
keep track of changes in airfares to your favorite cities with fare watcher which can help us.,1
keith please consider sending rep for control area operations requirements.,1
"ken, make sure that we are keeping file on authorized trader announcements and changes.",1
"ken, please have someone research sitara sales deal for march 2002 production that is not bridging to unify with two days.",1
kevin please indicate the area that you want us to target bryce at.,1
"kevin tim, please review the attached listing and advise if you agree to the projects and amounts listed as billings that enron north america will receive in 2002 for support of these efforts.",1
"kevin, let me know your availability and whoever else you think needs to interview him and can setup phone interviews.",1
"kevin, please let me know who will be using the tickets for tues.",1
"kevin, provide summary annual report for the enron benefit plans.",1
"kim hillis, make sure you get our trades updated into fred's midmarket results for august.",1
"kim, please confirm all firm physical transactions both telephonic and eol under the master firm and not the gisb.",1
"kim, please forward project plan to your group.",1
"kim, provide significant additional sorting functionality over the old.",1
"kim, remind me to check the harry david's catalogue for something nifty.",1
kindly compare the enclosed deed with the version of the deed in your possession.,1
"larry, please proceed with all haste on this to complete asap.",1
"larry, please take look at the attached excel file for the 7400 ft elevation and inform the manger.",1
"learn how our clients get the best results and receive the most professional care in the investment world today, to help our company.",1
learn how to speculate in the grain markets by leveraging and be in the market.,1
"lee, check the dates to make sure they are right.",1
let me and maria know what you decide to do and we'll arrange briefing on the specific rules to be aware of and we'll make sure we understand the situation fully so we can properly disclose to ferc what is up.,1
let me know as soon as possible because it is scheduled for this week.,1
"let me know as soon as you can so we can make sure the gas is allocated correctly for september, and so it can set it up for october if need be.",1
let me know as soon as you find out about the time scheduled for the conference call with enron.,1
let me know as soon as you take allen parkway to shepherd.,1
"let me know at your convenience, so we can plan accordingly.",1
let me know by 2pm so we have time to get it to her.,1
let me know by friday about your plan on attending.,1
let me know if the above fits your purpose or if you would prefer to move in another direction.,1
"let me know in next meeting, what type of deal this was intended to be.",1
let me know the outcome of that questions and lets finalize.,1
let me know the problem you have with the schedule that was outlined.,1
let me know tomorrow if you still want to go.,1
let me know what additional information you may need.,1
let me know what curve the following deals are being marked against.,1
let me know what information you need from me.,1
let me know what time is most suited to your schedule.,1
let me know what you find in mops.,1
let me know what you guys can dig up.,1
let me know what you want to do at this point.,1
let me know what your thoughts are once i reach.,1
let me know when you are available this afternoon.,1
let me know when you get the quotes from p,1
let me know when you get the quotes from pauline.,1
let me know when you get the quotes from pauline.,1
let me know where the differences are.,1
let me know whether the form of this document is acceptable to meh.,1
"let me know which is correct as per the exchange agreement, by moday.",1
let me know your flights so that can i arrange the air transfers between belize city and placencia and dive lessons through deposit.,1
let me know your opinions or sources that can use to push for only true costs 1.4 million.,1
"let scott hendrickson, robin, and dick know what fuel waivers cng approves.",1
let's discuss and call paul myford after you complete your review.,1
let's discuss at your earliest convenience.,1
let's discuss this to figure out the best gameplan for crossing some of these off the list.,1
let's include this issue as one of topics to be discussed today and invite the people working on this.,1
let's just make sure howard keeps andy in the loop on this as the traders are not expected to understand the trading framework of eol.,1
let's make sure before our meeting that we are all in agreement as to the pricing approach we will take with them.,1
let's make sure to document any changes in dms.,1
let's make sure we all agree on contracts that have been terminated.,1
let's meet in the morning and discuss the loi.,1
let's meet on monday to assess the issue.,1
let's plan to talk about this on monday.,1
let's set goal to have the first totally pathed and tracked and balanced and bridged back and clean by close of business the 19th.,1
"let's talk after you have had chance to review, so that we can give you more details.",1
let's try and reach an agreement on the construction manager issue tomorrow morning.,1
let's try and set up conference call with phillip and john to talk about andy ehrenberg.,1
"linda, please remove my name from your distribution list, and add on kathy's to increase the balance the lists.",1
"link the texas grid to the east, so that electricity could flow these bridges, which at peak capacity could carry mere 820 megawatts.",1
"lisa alfaro, get look at the assignment provisions so that, brett and enron can know what his constraints are with respect to possible sale.",1
lisa please review the attached credit schedule from dow.,1
"lisa, get some kind of confirmation from tco that this happened.",1
"liz, let me know when they send out the web address and will make sure that john fills out the forms.",1
lloyd will interconnection engineers midwest location or work remote will interface directly with transmission marketing.,1
"log into the microsoft games site on may 17th to follow this year's event, which will empires, age of mythology, which brings mythical monsters and heroes to cocktail in years and participate also.",1
log into the stack manager on wednesday afternoon and ensure that your products are ready to be activated on thursday morning.,1
"lucy, please email the answers.",1
"lucy, please open this excel file and input the rents and names due for this week.",1
"lucy, please open this excel file and input the rents and names due for this week.",1
"lynn weller, make sure someone is up to speed on your process that can represent you in the meeting.",1
"lysa, make sure paul gets this info.",1
"maggy, be sure to put the slides in notes view and read my suggested explanations.",1
maintain and update filing system for all incoming data and prepare database for all researchers.,1
make changes to the pricing in deal 413462 mentioned below.,1
make html css and javascript to work well across browser platforms.,1
make it documented that the telescoped volumes on 3726 are cumulative and are incremental on 3924.,1
make necessary ferc filings to implement these changes.,1
make note of the deal number in the service list of the service contract that you were using in the new path.,1
make note of the expected volumes and how they are broken out because they will default to the deal volume as soon as you tab out.,1
make recommendations including budgets.,1
make sure all price and volatility curves have been final posted in curve manager.,1
make sure amanda adds it to the calendar.,1
make sure enron and oxy had project team in place asap and the resources are committed to do world class job on the january 29 submission and the 29th could be the end of the tournament.,1
make sure on the tds curve manager not to hit the button on the publish sheet.,1
make sure that customer calls are answered.,1
make sure that existing credits increase by atleast 10 percent.,1
make sure that the base volume is allocated to the base ticket and all other swings go to the other tickets.,1
make sure that the phone numbers for the folks we put on the list is up to date.,1
make sure that you complete this section in time as requested.,1
make sure that you input the new nodes and sockets as reflected in the new login info sheet by the machine.,1
make sure the box that reads cache jars in memory is not checked.,1
make sure the commission change price cap provisions of the decision based comments advising against them.,1
make sure the company we are selling to agrees to pay us for the gas and doesn't net this with some other item.,1
make sure to add ben rogers to your email distribution.,1
make sure to check the calendar for upcoming events regularly since we add to it frequently.,1
"make sure to compare your title policy, when it comes in the mail, to the marked title commitment you received today.",1
make sure to follow up with the seller about the fireplace.,1
make sure to incorporate the new language on binding commitment to enter into confirmation letter sent to you last thursday or friday.,1
make sure to sell your position either way based on whether you're faulk owner or not.,1
make sure we are protected from any liability caused by their delay.,1
make sure we get the capital approved and that we eott are aware of the cost.,1
"make sure you are logged in as the user that owns the system, and that you are on the same network as others.",1
make sure you develop process documentation and departmental procedures by next week.,1
make sure you include your alaska airlines mileage plan number to qualify for this promotion.,1
make sure you provide an updated version in the next week.,1
make sure you remove my approval from the form for these documents.,1
make the updated report downloadable into excel so that everyone can use it easily.,1
manage freight more productively.,1
manage your list subscription for this or other listbot lists.,1
"margaret, please verify that we are now completely paid up by entex on this transaction.",1
"mark, ensure we have healthy utilities and that our state isn't burdened for decades by high energy costs.",1
"mark, make sure you are allocating these expenses to ees.",1
"mark, please generate appropriate ad-hoc reporting.",1
"mark, would you please verify that the payment went out.",1
"mary, please take look at the meter for the months in question with the help of rick and let stephanie and myself know whose idea is this.",1
"matt, make sure this is included in your long term forecast.",1
"maureen, let's make sure that he gets our list of ferc commissioner candidates with special emphasis on wood and brownell.",1
"mauricio, please provide me with the information for the west coast fax number mobile number assitant's name.",1
"meet me at 9:00am tomorrow, monday in my office.",1
meet me on next friday so that we can swap out pages.,1
meet with heather to discuss interconnect as it stands to date.,1
"megan, watch the whole thing i'm not going with aep.",1
"meredith, when you get chance, please confirm which points are downstream of lambertiville.",1
"mike, please follow up with these guys and try to schedule for this afternoon.",1
"mike, please, schedule an interview with this guy and collect the required documents from him to proceed.",1
mk please see the attached and let me know your comments by wednesday.,1
"morgan, please schedule daily total of 2095 to nyseg off of cng for jan 2000.",1
"murelio, select some of the best new products in the industry and present them to you in our product showcase.",1
need detail breakout of commodity and transport cost firm or interru,1
need detail breakout of commodity and transport cost firm or interruptible.,1
need someone to verify that ces gms pricing equals enron's sitara pricing.,1
negotiate directly with tribes and state governments in the west for addtional gas supplies.,1
negotiate directly with tribes and state governments in the west for addtional gas supplies.,1
"newsletter, please use this address in your communication to us.",1
"next week, let us stay ontop of this issue, for it has significant impact on our business.",1
"ok let's make sure that presto, tycholiz, whitt, lucci, kerigan, and proffit are either signed or will never sign by the end of this month.",1
"on each exchange line item, change the mdq to zero and for any negotiated rates, uncheck them as well.",1
once again please verify what we paid iroq on the disputed parking fee from may 1999 through july 1999.,1
"once we are done with the meeting, everyone, delete the raws that you had previously downloaded.",1
once you are satisfied with the agreement please let me know and will put together an executed copy.,1
"once you have created an id, please email me back with your id so that can compile contact list for everyone on the floor.",1
"once you named recipient, please notify the sender immediately and do not disclose the contents to another person, use it for any purpose or store or copy the information in any medium.",1
"one of you, order the tickets today over the phone or on the internet.",1
open the deals listed in the document and make sure the location field on the deal exchange says inconsistent.,1
participate in national fitness week on espeak being as a member of this team.,1
participate in such transaction from the date of notice by ena.,1
participate in the development of regulatory filings.,1
"patt, send the newest people to the initial training.",1
"paul, make sure our friends are available and the confidentially agreement is signed.",1
pay down debts by way of rate hike effective march 27.,1
"pease give us the gms deal number,and if you know the riskworks deal number.",1
perform interconnection studies for new generation.,1
"peter, make sure tj puts on my calender.",1
"phillip, let's talk today about the enronalumni idea in the board meeting.",1
"phillip, please approve mike grigsby for bloomberg.",1
"phillip, please assign global id's to the four junior traders listed on dawn's original email.",1
"phillip, send his resume to karen buckley.",1
place your order by december 16 for delivery by december 25,1
plan a team vacation and check with everyone if they will be able to make it.,1
plan to meld together ab with hertzberg's new bill.,1
please accept my gratitude for all the extra work and effort you have put in on this issue of operating hour under the alternative operating scenerio.,1
please add ees power settlements to your distribution list for these files,1
please add manny bela to your schedule as its mentioned in the revised plan.,1
please add my name to future emails concerning tx set activity and update the list as well.,1
please adjust the deals in sitara to reflect this change.,1
please administer all work yard operations and ensure compliance to safety policies for every week.,1
please advise as to how quickly we can act on these requests.,1
please advise as to what can provide or help out with this process.,1
please advise me the amount that needs to be made so that i can prepare bank information.,1
"please advise rika rika, defer required reactor vessel head penetration inspections to their april 2002 refueling outage.",1
please advise status of geioc signature on consolidation agreement and specify the changes you did.,1
"please advise the team, so we can keep the process moving.",1
please also verify that this gas is showing up for ces and notify me with problems.,1
please analyze and evaluate constraints in mapping data xml and object models.,1
please analyze and prepare revenue reports expense reports and other business transaction reports.,1
please analyze invoices and provide invoicing support.,1
please approve mike grigsby for attending the meeting,1
please approve mike grigsby for bloomberg.,1
please ask bruce to check his availability and arrange the meeting with manager.,1
"please ask for the work, complete and submit by monday, july 17, 2000.",1
please ask jeff to contact trader and let me know the status.,1
please ask them to specify so that we can get the easier agreements in place first and get business started on the pipe.,1
please ask your contact if she can find phone number for burt shears.,1
please assign global id's to the four junior traders listed on dawn's original email.,1
please assist account manager in business support and management.,1
please assist accounts department in meeting collection targets.,1
please assist in determining pricing quotes for customers.,1
please assist participants to perform all meetings effectively by sending emails.,1
please assist philip in audit activities to complete the task asap.,1
please assist sales and marketing in follow-up of payments.,1
please attend meeting one as soon as possible to your onboarding and payroll processing.,1
please attend meetings and and provide meeting summaries directly to rika for internal distribution.,1
please be prepared to discuss each of the issues so we may finalize and reduce the list of open issues.,1
please begin the process of giving feedback to your employees for best resluts.,1
please begin working with the appropriate manager in completing the document for those individuals who have ranking of needs improvement or issues for 2000 mid year review.,1
"please book new deals to calpine energy services, share information about yourself, create your own public profile to complete.",1
please browse our newsletter to see all we have to offer.,1
please call bpa and ipco to make sure this schedule is still going to work.,1
please call david forster on 713 853 1861 and suggest the same changes which you told me.,1
please call him in the morning tuesday to schedule time for meeting.,1
please call jeff gossett to check who will coordinate the trading.,1
please call mark gershon to discuss the attached.,1
please call me about this issue so we can discuss.,1
please call me as soon as we find out about the duke board mtg results.,1
"please call me to discuss format, deadlines, whatever can do to help our communications.",1
please call me to discuss the spa once you have reviewed the appropriate documents.,1
please call me to discuss this issue or schedule time to do the same.,1
please call me tomorrow and let us know how you would like to proceed on this draft.,1
please call me with balance sheet.doc enronnorth.doc confidentiality notice.,1
please call to discuss cash,1
please call to discuss cash award.,1
please call your transportation administrator for affected receipts and deliveries before it leads to next level.,1
please cc me on the email with guest password.,1
please change any of these numbers as is appropriate to reflect october's activities and check.,1
please change sitara to reflect the transportation rates shown on the schedule below.,1
"please change the demand fee on deal from $33,239.39 to $22,159.22 and update me.",1
please change the following deals to evergreen in every season.,1
please change the names and let the traders know that they should now be choosing this name instead of calpine power services company.,1
please change the term on deal 143913 to evergreen.,1
please change the zone location for meters t0012 and t0a62 from north other to south other.,1
please change these deals to nrg power marketing inc for all the members slowly.,1
please change your capacity types so that they are unique.,1
please check and give me call so we can discuss what the next step needs to be.,1
please check and let me know which volume is good.,1
"please check back with me, and should be able to provide you with the load data.",1
please check back with this site for future updates on plans for the new trading platform.,1
"please check deals 252056 primary and 252057, just set these up in sitara.",1
please check design and requirements of all participants and design classes to suit individual need.,1
please check each document and forward to the counterparty for their execution and return.,1
please check for dates that are not currently busy and call the members to get appintments.,1
"please check into this and make sure they post it asap, especially since our time frame is quite tight.",1
please check it out and let me know what the deal numbers are for this month and prepare a document also.,1
please check my calendar before you schedule the meeting as this week is full of meetings and let me send the alerts also.,1
please check on the actual storage capacity volume on fss contract 63304.,1
please check on the following enron entities to determine if they also need enron marketing services inc.,1
please check on these immediatly since the ldc deadlines start today and send updates frequently.,1
please check on these invoices.,1
please check on why have not being reimbursed by continental and solve that.,1
please check our corporate resolutions to make sure that they cover off execution of confirms for data transactions.,1
please check out each of the above web sites and let me know what changes you are planning to do.,1
please check out with tep when you are aware of the new sink.,1
please check telebears to confirm your schedule and review wait lists below today.,1
please check that coral is not invoiced or paid on these deals and let me know by evening.,1
"please check the circulation list on this email, and forward as you think appropriate.",1
please check the positions for dec and take look at how all of the transport is booked.,1
please check the status on that report by tomorrow before meeting starts.,1
"please check the terms and pricing, and correct the deals.",1
"please check them out and get back to me as soon as possible with deal numbers, so we can start the work here.",1
please check this list to see how you want your name to appear on application and make changes if neccessary.,1
please check this out and provide some comments related to new features from last month's report.,1
please check to see if we require one tpa or two seperate ones and let me know the requirement to provide.,1
please check to see what amount pjm is showing for this hour and report if it is more than expected.,1
please check to see whether niagara mohawk has filed any motions before the bankruptcy court.,1
please check with elsa on dates for upcoming events.,1
please check with gmt and limit him to this project.,1
please check with kevin regarding this memo and if you are able to get copy please fax it to me.,1
please check with kim on the location and whether future dates are set or not .,1
please check with mike barnas and kent shoemaker to  see if they are available at 11:00 central tomorrow.,1
please check with our office before sending any western union as our sending information occasionally changes.,1
"please check with ryan and he will let you know what he needs, so you can provide those.",1
"please check with steve leppard and ask him to confirm, and send to me his position and title of his talk tonight.",1
please check with the state of incorporation to confirm that the papers have been processed in both places,1
please check with the trader and confirm which price is correct.,1
please check with vincent's supervisor on modifying this for the job description.,1
please check with your team and coordinate with account managers and sales executives to achieve sales objectives.,1
please check your calendars and let me know what works best for you.,1
please check your client bill and let us know whether you agree or disagree with the bill details.,1
please check your files for any executed agreement on these counterparties and forward them to me for immediate processing.,1
please check your records to see what volume tufco requested for may 12th and update that in new file.,1
please check your roster carefully and make sure that the people on the list really are attending your course.,1
please circulate and get comments as necessary.,1
please circulate revised draft of the guaranty agreement and advise as to when coral can meet for execution of the letter agreements and the guaranty agreements.,1
please circulate this information to all interested parties within your group by this weekend.,1
"please clean and blackline copies of the revised agreement for your review, per my discussion with kay yesterday.",1
please clean up my holdings page to net longs and shorts today.,1
please click approval to review and act upon this request.,1
please collect all the percentages in the spreadsheet from last month.,1
please combine the document from yesterday in the same binder so can read the whole package while i'm on vacation.,1
please come by 5c2 at your convenience tomorrow as ubs require you to complete missing information on your application form.,1
please communicate with customers relating their pending payments.,1
please complete hayden's form for your respective regions today.,1
please complete the above in time for us to discuss sometime friday.,1
"please complete this questionnaire, which will shape svmg's energy action agenda on your behalf.",1
please conduct meetings to encourage your employees to suggest list of reviewers promptly for your approval.,1
please confirm by return participation of your respective groups.,1
please confirm receipt of this email once you forward this to everyone before i respond.,1
please confirm that by ena and ees taking no action at the hearing that the agreements have been terminated.,1
please confirm that it is the crude swap and rebook as necessary by tomorrow.,1
please confirm that the latest round of order 637 filings begins on page of that attachment once you receive the data from client.,1
"please confirm that unit 17 is going to ca energy development i, and unit 18 is going to ca energy development ii.",1
please confirm to me asap by end of day since we are running out of time.,1
please confirm whether this should in fact and let me know as well.,1
please confirm with sheila what time we will have the call this week and inform me.,1
please confirm you received the folders for the phone screens gave to your assistants yesterday afternoon.,1
"please confirm your availability to participate in the two and half week orientation via email to tracy arthur by friday, december 22",1
"please confirm your availability to participate in the two and half week orientation via email to tracy arthur by friday, december 22, 2000.",1
please contact chrysti hardy to add their names into the group this week.,1
please contact jon alstad in my absence with any action items and input you may have in next coming days.,1
please contact me regarding the status of this progress and what needs to happen to expedite resolution to paragraph one.,1
please contact stephanie to participate with enron.,1
please continue to get approval above this amount from tco gas control.,1
please continue to include me in all further intellegence reports regarding the situation in california.,1
please coordinate and support other developers to define solutions asap.,1
please coordinate to make sure someone listens to this conference call each week.,1
please coordinate with account mangers in determining new business opportunities with potential customers.,1
please coordinate with other departments and investigate accidents and indentify root cause of damage.,1
please coordinate with supervisor and receive all materials and prepare necessary paperwork for same.,1
please cover the key items listed in the earlier email asap.,1
please create a new link to set up your account and add a new module.,1
please create accounts and make sure all of your traders are set up on this messeging board.,1
please create clean well executed design concepts to use for the new project.,1
please create data mapping from multiple data sources to a single domain model and send me the report.,1
please create manual invoice to mcv for the following item contract 96001636 price $2.46 pipeline pepl.,1
"please create new cpr index report and have it sort 1st bypub code, 2nd by pipe, 3rd by zone.",1
please create ui coding standards and let me know the status.,1
please create various different reports as required.,1
please debug mixed-signal product test specifications and let me know the patterns.,1
"please delete stuart zisman, add me to your distribution list and send me the confirmation.",1
please develop and implement yard fire protection programs to ensure fire safety in this week only.,1
please develop and manage daily paperwork for invoicing and mailing.,1
please develop client product and underwriting files according to company standards.,1
please direct any questions to dorie hitchcock via email to get solved.,1
please direct your inquiry to david scott at volume in row 364 incase of emergency.,1
please direct your questions and concerns in my direction and let me know in what areas you would like my assistance.,1
please discuss this with kevin presto's tranmission people bill rust on 31.,1
please discuss this with morgan and finalize the list.,1
please discuss this with morgan.,1
please do research and find evolution markets cop special report by tomorrow.,1
please do your best to sell off these additional positions.,1
"please document the sale and the other bids, timing issues, costs, and any other factors that led to or affected the sale.",1
please double check to make sure the values are now correct.,1
please double check your volumes and contract numbers before updating the final report.,1
please email everyone with the end date when you find out.,1
please email me back to confirm receipt.,1
please email me back to confirm the meeting time.,1
please email me your login and password in the correct case so that can keep the file updated.,1
please email or call with an update.,1
please email to kathy and chris about changes in the list once you add me.,1
please email your cost estimates when company confirm the plan,1
please email your cost estimates when complete.,1
please ensure compliance of all federal state and local laws that regulate collection processes.,1
please ensure consistency and accuracy of customer account deliverables.,1
please ensure customer satisfaction by providing high quality customer service.,1
please ensure delinquent account debtors to meet their debt obligations.,1
please ensure proper handling of all materials and store it appropriately to retrieve easily.,1
please ensure smooth transition as client moves among service models and let me know if you see any changes.,1
please ensure that the method used for measuring particulate matter can have significant impact on the particulate level determined.,1
please ensure to file or mail copies for deposit tickets as well as adjustments to customers.,1
please ensure you log out at night in order to receive the upgrade.,1
"please everyone check your calendars as soon as possible and let me know if wednesday, february 16th will work for our off site meeting, so can schedule accordingly.",1
please extend backup support on client communication and problem solving with in next two days.,1
please extend the deal or create new deals as requested.,1
please extend the deal to april so that can allocate it.,1
please extract from the database all unpaid and long pending account dues.,1
please file this in your call dave when you find this folder.,1
please fill out the attached activity data survey with march numbers for your rc by end of day.,1
please find a team and pass this email on to the correct person who can resolve this.,1
please find an updated allocations schedule from ena for 2002 plan.,1
please find an updated allocations schedule which now reflects in separate line the planned it infrastructure allocation,1
please find an updated power credit watch list.,1
"please find and forward this to whoever in the pipeline group does transport, especially oasis.",1
please find and send the most recent draft of ubs' 205 application for mbr.,1
please find attached the contract schedule summary between enron and pg e.,1
"please find below the agenda for the 2002 plan review with stan on friday, october 12 in 49c2.",1
please find clean and blackline versions of the exhibits to the ca energy development agreements.,1
"please find copy of volumes delivered to columbia energy services for march thru march 9, 2000 and send it to me.",1
please find draft of the schedule to master agreement in connection with the wind river conversion.,1
